"sitio_id","sitio_nm","id","actividad_id","actividad_label","abreviatura_id","abreviatura_label","carga_actividad"
f439208a-a8e3-11e4-abbc-6c3be5ba6ec8,PUERTO CHINO,"3aff36ca-bf0b-405b-a2e0-6bb7e2105b8e","0c537320-7f00-0010-3efb-00005520442a",TABLA REMO,"0c537320-7f00-0010-3efb-00005520442a",TR,0
e17b31dd-e8ed-498f-976c-90bca228099d,PUNTA MEJÍA,c7f1f5e8-4eb7-46ba-9201-a2a3857b279a,"931a24f3-05e2-45e2-b61e-34a358b440c5",SNORKEL,"931a24f3-05e2-45e2-b61e-34a358b440c5",SN,
"43725ab0-c59d-423e-9b1b-b22d1db97fb6",BAHÍA PINGUINO,"26833788-bb1c-40d6-b23b-6c35093f76a9","931a24f3-05e2-45e2-b61e-34a358b440c5",SNORKEL,"931a24f3-05e2-45e2-b61e-34a358b440c5",SN,0
b16ecb4e-4f10-49b3-bb9a-23051565616c,CUEVA DE SUCRE,c4326480-9b7b-4f85-b628-58d164352a61,"9b9b69d6-1de1-4862-a7f1-c6d6d34d21c1",CAMINATA,"9b9b69d6-1de1-4862-a7f1-c6d6d34d21c1",CA,3
e4db98ac-99ea-4ea5-b167-281bf1d85f28,LA BANANA,"583096c0-2d49-4372-a20b-70b057e522d9",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
f43323ce-a8e3-11e4-86e3-6c3be5ba6ec8,CERRO TIJERETAS,"84b20997-e18b-42d3-b309-2334cf9c96e6",bf289c8a-b410-4af1-89d4-fe657fbc7d2e,BUCEO DE INSTRUCCIÓN,bf289c8a-b410-4af1-89d4-fe657fbc7d2e,BI,2
"5f469b33-a217-4ad9-9b53-ff1295bf776f",BAJO GARDNER,"1d4b83aa-160e-4b1c-8285-4a26679964dd",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,0
"2cc91f09-5e7a-4689-ba29-173bad865ee6",ISLOTE DUMB,dcf03dc9-876a-4d37-b5f5-00f5a25aac75,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
c9e42027-79d0-4771-aaf3-da1dfca34ea3,ISLOTE ONAN (M),"402d25b2-0780-4050-b5d3-4418387ff9e1",ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
f4358b5a-a8e3-11e4-9b35-6c3be5ba6ec8,ISLOTE LA VENTANA,fec81e4b-5666-43be-9403-30fe4b104897,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,BUCEO SCUBA,ef0b6210-2ad4-4691-b2ab-fb9ad873d39f,SC,
f4392c10-a8e3-11e4-b954-6c3be5ba6ec8,PUERTO GRANDE,"0f698849-b11c-4441-81b9-d2f8a71cd121","02563adc-7f00-0010-1180-00009a892925",CAMPAMENTO,"02563adc-7f00-0010-1180-00009a892925",CP,
